#particle, x, y, area, density
860, 613, 272, 30, 172.07
861, 350, 273, 4, 133.75
862, 459, 273, 15, 151.87
863, 1304, 273, 48, 153.77
864, 246, 274, 8, 167.38
865, 850, 274, 20, 143.50
866, 1217, 274, 15, 167.07
867, 305, 275, 20, 153.35
868, 1251, 276, 23, 155.35
869, 62, 277, 11, 153.18
870, 662, 277, 26, 156.15
871, 722, 277, 75, 151.37
872, 807, 277, 46, 139.30
873, 828, 277, 12, 145.42
874, 1149, 277, 4, 156.00
875, 163, 278, 26, 143.77
876, 171, 278, 12, 146.67
877, 352, 278, 17, 141.47
878, 1163, 278, 32, 157.81
879, 1183, 278, 68, 156.54
880, 1335, 278, 10, 176.90
881, 146, 279, 63, 140.13
882, 691, 279, 4, 145.75
883, 957, 279, 64, 149.72
884, 1317, 279, 27, 176.67
885, 28, 280, 8, 153.25
886, 239, 280, 19, 164.11
887, 252, 280, 10, 164.20
888, 703, 280, 56, 140.43
889, 842, 280, 65, 139.03
890, 15, 281, 34, 152.79
891, 88, 281, 23, 157.65
892, 304, 281, 68, 147.01
893, 391, 281, 56, 149.86
894, 684, 281, 4, 144.50
895, 796, 281, 12, 152.42
896, 1144, 281, 9, 158.67
897, 382, 282, 20, 147.55
898, 1300, 282, 19, 152.89
899, 96, 283, 64, 157.39
900, 180, 283, 53, 143.04
901, 245, 284, 14, 165.64
902, 568, 284, 16, 156.75
903, 1197, 284, 39, 150.85
904, 37, 285, 55, 148.60
905, 411, 285, 24, 158.38
906, 669, 285, 57, 146.95
907, 933, 285, 13, 156.69
908, 1083, 285, 51, 157.04
909, 681, 286, 32, 142.78
910, 834, 286, 10, 140.40
911, 1329, 286, 22, 177.64
912, 108, 287, 4, 157.25
913, 222, 287, 21, 159.24
914, 375, 287, 28, 142.36
915, 871, 287, 11, 145.27
916, 210, 288, 38, 158.58
917, 250, 288, 4, 162.75
918, 295, 288, 51, 152.41
919, 276, 289, 4, 156.50
920, 403, 289, 17, 154.94
921, 698, 289, 46, 145.85
922, 1146, 289, 11, 158.73
923, 1183, 289, 32, 160.12
924, 46, 290, 54, 152.83
925, 661, 290, 33, 157.45
926, 779, 290, 23, 148.43
927, 1276, 290, 46, 147.70
928, 151, 291, 9, 148.89
929, 569, 291, 17, 156.65
930, 1211, 291, 25, 163.84
931, 605, 292, 34, 166.21
932, 849, 292, 89, 142.31
933, 127, 293, 17, 158.76
934, 876, 293, 25, 153.20
935, 1319, 294, 9, 179.33
936, 242, 295, 9, 160.78
937, 459, 295, 10, 163.10
938, 473, 295, 28, 157.75
939, 925, 295, 34, 158.18
940, 202, 296, 17, 157.88
941, 369, 296, 17, 140.12
942, 500, 296, 73, 142.48
943, 510, 296, 61, 141.79
944, 668, 296, 12, 151.50
945, 218, 297, 29, 156.28
946, 265, 297, 59, 157.02
947, 308, 297, 77, 126.55
948, 633, 297, 4, 157.50
949, 933, 297, 31, 170.06
950, 286, 298, 99, 146.90
951, 362, 298, 44, 141.02
952, 467, 298, 36, 165.25
953, 534, 298, 23, 154.70
954, 693, 298, 58, 145.78
955, 1226, 298, 18, 171.83
956, 1284, 298, 4, 154.00
957, 210, 299, 45, 157.51
958, 327, 299, 4, 142.00
959, 903, 299, 21, 161.62
960, 1187, 299, 39, 151.51
961, 864, 300, 24, 144.21
962, 52, 301, 17, 156.35
963, 1265, 301, 68, 156.82
964, 23, 302, 4, 149.75
965, 722, 302, 80, 133.25
966, 1304, 302, 37, 150.89
967, 399, 303, 24, 151.38
968, 406, 303, 23, 160.22
969, 443, 304, 13, 166.54
970, 708, 304, 13, 148.92
971, 1079, 304, 37, 160.89
972, 472, 305, 4, 164.75
973, 14, 306, 18, 153.06
974, 883, 306, 17, 155.47
975, 65, 308, 45, 153.38
976, 149, 308, 10, 151.70
977, 1033, 308, 26, 160.23
978, 520, 309, 44, 149.64
979, 601, 309, 17, 168.41
980, 860, 309, 29, 144.21
981, 872, 309, 31, 144.35
982, 1111, 309, 17, 160.76
983, 84, 310, 17, 158.94
984, 266, 310, 12, 155.08
985, 373, 310, 61, 134.30
986, 436, 310, 29, 165.28
987, 701, 310, 42, 141.76
988, 981, 311, 13, 148.23
989, 95, 312, 23, 158.39
990, 151, 312, 17, 152.12
991, 312, 312, 17, 146.71
992, 250, 313, 22, 149.77
993, 343, 313, 19, 143.16
994, 385, 313, 84, 140.76
995, 585, 313, 4, 158.25
996, 408, 314, 10, 158.30
997, 1022, 314, 10, 156.00
998, 265, 315, 4, 151.75
999, 43, 317, 10, 159.00
1000, 1155, 317, 8, 160.75
1001, 1163, 317, 20, 164.40
1002, 27, 318, 13, 151.62
1003, 229, 318, 8, 154.50
1004, 546, 318, 10, 158.40
1005, 68, 319, 20, 154.60
1006, 348, 320, 19, 139.42
1007, 394, 321, 29, 151.03
1008, 48, 322, 4, 156.75
1009, 336, 322, 23, 143.35
1010, 1080, 322, 61, 161.57
1011, 444, 323, 27, 166.11
1012, 785, 323, 35, 146.03
1013, 1091, 323, 34, 159.24
1014, 465, 324, 20, 167.95
1015, 1026, 324, 4, 160.00
1016, 582, 325, 22, 151.55
1017, 152, 326, 4, 151.50
1018, 538, 326, 40, 151.62
1019, 680, 326, 4, 154.75
1020, 1104, 327, 56, 155.38
1021, 1313, 327, 20, 154.30
1022, 265, 328, 11, 154.18
1023, 365, 328, 28, 141.50
1024, 595, 328, 23, 154.83
1025, 24, 330, 10, 156.50
1026, 29, 330, 10, 158.50
1027, 84, 330, 37, 149.81
1028, 490, 330, 50, 159.96
1029, 371, 331, 12, 148.08
1030, 48, 333, 4, 158.25
1031, 1259, 333, 34, 164.44
1032, 41, 334, 4, 160.25
1033, 248, 334, 10, 154.90
1034, 943, 334, 35, 186.43
1035, 1004, 334, 40, 155.35
1036, 325, 335, 19, 145.84
1037, 344, 335, 4, 142.25
1038, 377, 335, 62, 149.52
1039, 535, 335, 41, 152.88
1040, 756, 335, 17, 152.35
1041, 796, 335, 4, 155.75
1042, 1270, 335, 26, 153.19
1043, 665, 336, 83, 144.98
1044, 602, 337, 58, 152.14
1045, 274, 339, 28, 147.93
1046, 477, 339, 4, 164.25
1047, 547, 339, 60, 146.88
1048, 83, 340, 34, 150.26
1049, 388, 340, 13, 147.23
1050, 690, 340, 10, 162.70
1051, 696, 340, 45, 157.91
1052, 232, 341, 63, 153.00
1053, 483, 341, 15, 166.07
1054, 876, 341, 60, 149.23
1055, 1198, 341, 62, 164.19
1056, 1328, 341, 23, 151.48
1057, 287, 342, 29, 151.45
1058, 533, 342, 15, 152.80
1059, 349, 343, 32, 152.72
1060, 1043, 343, 20, 160.35
1061, 1148, 343, 24, 169.67
1062, 556, 344, 54, 153.02
1063, 806, 344, 32, 166.06
1064, 847, 344, 38, 158.58
1065, 192, 345, 29, 147.83
1066, 612, 346, 24, 150.54
1067, 684, 346, 28, 168.07
1068, 276, 347, 50, 148.44
1069, 418, 347, 10, 160.40
1070, 1177, 347, 45, 155.91
1071, 1282, 347, 9, 154.22
1072, 224, 348, 32, 151.81
1073, 569, 348, 66, 153.53
1074, 160, 349, 10, 158.70
1075, 387, 349, 31, 142.23
1076, 454, 349, 4, 162.50
1077, 546, 349, 17, 152.71
1078, 1138, 349, 17, 167.29
1079, 1169, 349, 65, 152.92
1080, 101, 350, 22, 159.82
1081, 752, 351, 42, 152.86
1082, 218, 352, 49, 149.98
1083, 561, 352, 28, 148.32
1084, 746, 352, 4, 145.25
1085, 792, 352, 45, 162.09
1086, 808, 352, 4, 163.00
1087, 1115, 352, 36, 156.08
1088, 1147, 352, 15, 169.20
1089, 313, 354, 62, 150.06
1090, 1291, 354, 25, 150.08
1091, 0, 355, 6, 168.00
1092, 86, 355, 52, 152.83
1093, 125, 355, 4, 159.75
1094, 226, 355, 20, 156.35
1095, 254, 355, 20, 155.05
1096, 816, 355, 23, 168.70
1097, 1188, 355, 19, 162.95
1098, 1199, 355, 26, 170.35
1099, 103, 356, 16, 160.81
1100, 383, 356, 42, 144.26
1101, 805, 356, 78, 155.32
1102, 609, 357, 10, 153.80
1103, 882, 357, 64, 159.84
1104, 1092, 357, 57, 147.32
1105, 141, 358, 30, 154.27
1106, 154, 358, 20, 157.00
1107, 266, 358, 69, 150.33
1108, 422, 358, 80, 148.41
1109, 588, 358, 4, 146.25
1110, 1123, 358, 4, 158.75
1111, 1281, 358, 13, 148.46
1112, 175, 359, 15, 157.33
1113, 1080, 359, 4, 158.00
1114, 918, 360, 10, 178.90
1115, 165, 361, 12, 159.17
1116, 469, 361, 9, 163.78
1117, 759, 361, 29, 159.93
1118, 1136, 361, 33, 166.33
1119, 1275, 362, 60, 143.35
1120, 49, 363, 4, 155.75
1121, 72, 363, 35, 149.31
1122, 790, 363, 17, 156.76
1123, 148, 364, 9, 156.89
1124, 240, 364, 35, 154.37
1125, 341, 364, 15, 161.47
1126, 321, 365, 32, 154.53
1127, 474, 365, 28, 160.29
1128, 535, 365, 31, 147.71
1129, 517, 366, 34, 149.38
1130, 333, 367, 77, 156.06
1131, 606, 367, 40, 151.03
1132, 859, 367, 89, 151.97
1133, 116, 368, 15, 158.00
1134, 166, 368, 23, 156.09
1135, 587, 368, 4, 139.00
1136, 634, 368, 35, 150.94
1137, 818, 368, 10, 170.40
1138, 309, 369, 33, 151.03
1139, 739, 369, 37, 150.30
1140, 882, 369, 96, 153.56
1141, 201, 370, 17, 158.12
1142, 132, 371, 14, 154.36
1143, 277, 371, 85, 149.28
1144, 750, 371, 53, 157.64
1145, 1311, 371, 17, 154.59
1146, 297, 372, 17, 153.24
1147, 507, 372, 25, 158.04
1148, 544, 372, 13, 156.15
1149, 614, 372, 9, 159.33
1150, 622, 372, 43, 156.49
1151, 652, 372, 15, 158.93
1152, 867, 372, 9, 171.44
1153, 1327, 372, 37, 153.92
1154, 87, 373, 10, 147.70
1155, 99, 373, 17, 151.65
1156, 805, 373, 30, 171.77
1157, 126, 374, 28, 156.07
1158, 434, 374, 8, 157.50
1159, 590, 375, 48, 155.58
1160, 777, 375, 17, 158.29
1161, 1203, 375, 4, 156.50
1162, 347, 376, 17, 159.29
1163, 387, 376, 4, 158.25
1164, 407, 376, 28, 159.43
1165, 443, 376, 32, 157.34
1166, 698, 376, 23, 162.87
1167, 191, 377, 15, 157.27
1168, 1282, 377, 36, 146.06
1169, 85, 378, 31, 147.65
1170, 767, 378, 89, 151.20
1171, 259, 380, 66, 151.20
1172, 380, 380, 4, 158.25
1173, 1324, 380, 56, 141.86
1174, 95, 381, 10, 152.50
1175, 618, 381, 34, 155.53
1176, 139, 382, 4, 140.00
1177, 511, 382, 31, 149.06
1178, 1174, 382, 10, 162.70
1179, 796, 383, 23, 162.26
1180, 134, 384, 17, 147.06
1181, 1115, 384, 65, 159.82
1182, 45, 385, 4, 156.00
1183, 519, 385, 34, 142.29
1184, 26, 386, 30, 157.97
1185, 941, 386, 4, 173.00
1186, 1092, 386, 24, 168.12
1187, 1168, 386, 22, 160.09
1188, 374, 387, 20, 157.70
1189, 951, 387, 59, 170.58
1190, 1336, 387, 70, 150.29
1191, 34, 388, 27, 163.07
1192, 403, 388, 36, 152.64
1193, 423, 388, 8, 152.12
1194, 681, 388, 34, 161.88
1195, 800, 388, 10, 170.70
1196, 135, 389, 13, 149.00
1197, 255, 389, 26, 151.65
1198, 568, 389, 45, 151.71
1199, 765, 389, 85, 156.67
1200, 777, 389, 56, 153.14
1201, 335, 390, 10, 160.70
1202, 103, 391, 94, 153.36
1203, 205, 391, 29, 159.21
1204, 1316, 391, 23, 148.00
1205, 143, 392, 32, 146.91
1206, 189, 393, 10, 161.50
1207, 195, 393, 20, 158.45
1208, 832, 393, 15, 166.47
1209, 1095, 393, 13, 163.85
1210, 490, 394, 36, 161.58
1211, 613, 394, 17, 160.53
1212, 839, 394, 60, 158.90
1213, 285, 395, 19, 151.53
1214, 449, 395, 11, 155.45
1215, 657, 395, 26, 155.27
1216, 16, 396, 64, 164.11
1217, 394, 396, 42, 153.33
1218, 82, 397, 19, 151.58
1219, 93, 397, 29, 151.55
1220, 548, 397, 19, 150.21
1221, 940, 397, 22, 165.00
1222, 382, 398, 28, 154.64
1223, 401, 399, 4, 148.00
1224, 405, 399, 18, 153.72
1225, 864, 399, 22, 162.59
1226, 1319, 399, 40, 142.15
1227, 421, 400, 21, 152.81
1228, 791, 400, 27, 160.41
1229, 933, 400, 12, 164.58
1230, 188, 401, 38, 157.37
1231, 240, 401, 95, 133.41
1232, 334, 401, 37, 158.70
1233, 349, 402, 10, 157.90
1234, 589, 402, 36, 154.11
1235, 945, 402, 10, 163.10
1236, 1070, 402, 97, 148.33
1237, 1203, 402, 18, 160.94
1238, 297, 403, 28, 148.54
1239, 481, 403, 53, 148.15
1240, 850, 403, 10, 162.30
1241, 322, 404, 10, 160.30
1242, 680, 404, 9, 152.67
1243, 845, 404, 19, 161.05
1244, 998, 404, 30, 161.70
1245, 1164, 404, 28, 158.43
1246, 108, 405, 19, 152.42
1247, 428, 405, 26, 147.81
1248, 1048, 406, 4, 150.50
1249, 551, 407, 10, 151.50
1250, 436, 408, 67, 134.79
1251, 795, 408, 27, 156.07
1252, 861, 408, 53, 156.81
1253, 496, 409, 17, 160.18
1254, 580, 409, 50, 141.30
1255, 1210, 409, 83, 152.20
1256, 714, 410, 30, 161.50
1257, 1066, 410, 15, 155.20
1258, 1339, 410, 29, 157.62
1259, 206, 411, 10, 158.90
1260, 268, 411, 59, 145.63
1261, 1160, 411, 61, 151.31
1262, 397, 412, 29, 152.10
1263, 561, 412, 42, 138.79
1264, 694, 412, 15, 159.87
1265, 868, 413, 10, 156.50
1266, 1046, 413, 12, 153.33
1267, 108, 414, 51, 146.29
1268, 675, 414, 19, 150.95
1269, 702, 414, 4, 157.00
1270, 1264, 414, 37, 144.73
1271, 132, 415, 31, 142.77
1272, 474, 415, 33, 157.82
1273, 93, 416, 22, 149.00
1274, 204, 416, 15, 159.40
1275, 791, 416, 10, 159.50
1276, 197, 417, 47, 159.66
1277, 609, 417, 4, 148.00
1278, 947, 417, 10, 159.50
1279, 1073, 417, 15, 155.27
1280, 1100, 417, 23, 149.91
1281, 353, 418, 58, 154.76
1282, 42, 419, 4, 153.25
1283, 262, 419, 17, 155.06
1284, 410, 419, 34, 155.24
1285, 753, 419, 26, 163.15
1286, 862, 419, 4, 154.75
1287, 1068, 419, 4, 148.50
1288, 282, 420, 42, 148.79
1289, 891, 420, 4, 153.50
1290, 913, 420, 27, 155.19
1291, 144, 421, 24, 152.92
1292, 309, 421, 4, 149.75
1293, 327, 421, 41, 150.32
1294, 706, 421, 4, 157.75
1295, 1012, 421, 36, 155.72
1296, 492, 422, 10, 158.80
1297, 510, 422, 18, 158.50
1298, 700, 422, 84, 153.80
1299, 770, 422, 19, 163.84
1300, 1022, 422, 47, 149.55
1301, 597, 423, 22, 147.55
1302, 789, 423, 48, 134.04
1303, 230, 424, 4, 156.00
1304, 373, 424, 51, 146.59
1305, 447, 424, 22, 151.23
1306, 613, 424, 20, 151.50
1307, 875, 424, 10, 158.00
1308, 1032, 424, 10, 157.40
1309, 1212, 424, 88, 153.25
1310, 1276, 424, 4, 154.25
1311, 42, 425, 19, 156.63
1312, 270, 425, 4, 150.00
1313, 275, 425, 4, 148.75
1314, 477, 425, 48, 153.67
1315, 952, 425, 17, 160.88
1316, 1138, 425, 13, 148.92
1317, 194, 426, 10, 155.60
1318, 457, 426, 40, 149.25
1319, 586, 426, 42, 143.43
1320, 1105, 426, 10, 165.70
1321, 1268, 427, 44, 156.07
1322, 721, 428, 10, 162.60
1323, 769, 428, 17, 161.76
1324, 1192, 428, 72, 153.65
1325, 407, 429, 10, 153.00
1326, 1028, 429, 20, 158.30
1327, 254, 430, 27, 153.11
1328, 79, 431, 86, 149.53
1329, 287, 431, 22, 156.14
1330, 388, 431, 50, 153.88
1331, 576, 431, 46, 144.96
1332, 807, 431, 20, 157.15
1333, 1050, 431, 56, 153.14
1334, 1187, 431, 81, 159.07
1335, 26, 432, 10, 159.40
1336, 110, 432, 10, 145.20
1337, 363, 432, 19, 156.21
1338, 1035, 432, 4, 154.25
1339, 17, 433, 4, 159.50
1340, 145, 433, 24, 155.92
1341, 204, 433, 19, 157.63
1342, 217, 433, 22, 159.05
1343, 249, 433, 18, 155.22
1344, 466, 433, 90, 149.88
1345, 513, 433, 30, 155.53
1346, 1313, 433, 17, 161.88
1347, 400, 434, 35, 150.77
1348, 794, 434, 47, 158.83
1349, 1103, 434, 45, 154.02
1350, 1330, 434, 40, 156.93
1351, 614, 435, 23, 154.26
1352, 187, 436, 62, 151.42
1353, 657, 436, 4, 143.00
1354, 228, 437, 20, 158.75
1355, 417, 437, 29, 153.76
1356, 506, 437, 4, 151.75
1357, 803, 437, 11, 158.91
1358, 993, 437, 32, 160.72
1359, 1264, 437, 38, 156.53
1360, 668, 438, 4, 143.25
1361, 42, 439, 4, 151.00
1362, 210, 439, 46, 154.91
1363, 289, 439, 22, 152.05
1364, 390, 439, 22, 153.82
1365, 518, 439, 85, 139.44
1366, 1205, 439, 90, 153.79
1367, 1220, 439, 16, 159.62
1368, 158, 440, 23, 154.43
1369, 372, 440, 22, 155.64
1370, 536, 440, 17, 149.18
1371, 644, 440, 63, 138.84
1372, 1315, 440, 96, 157.02
1373, 620, 441, 15, 149.27
1374, 723, 441, 40, 165.38
1375, 323, 442, 27, 147.19
1376, 396, 442, 22, 159.36
1377, 702, 442, 20, 160.45
1378, 1081, 442, 65, 152.60
1379, 1088, 442, 73, 157.34
1380, 81, 443, 37, 138.65
1381, 144, 443, 52, 149.21
1382, 905, 443, 12, 156.33
1383, 1305, 443, 4, 156.25
1384, 116, 444, 24, 149.17
1385, 480, 444, 4, 156.00
1386, 291, 445, 12, 154.42
1387, 512, 445, 28, 158.43
1388, 1333, 445, 4, 159.50
1389, 129, 446, 13, 148.85
1390, 444, 446, 15, 154.33
1391, 464, 446, 99, 140.67
1392, 834, 446, 35, 154.69
1393, 23, 447, 19, 154.63
1394, 697, 447, 24, 157.46
1395, 802, 447, 21, 159.43
1396, 934, 447, 42, 150.52
1397, 186, 448, 17, 153.24
1398, 675, 448, 29, 147.86
1399, 192, 449, 11, 154.82
1400, 375, 449, 4, 147.25
1401, 480, 449, 32, 156.97
1402, 533, 449, 42, 153.98
1403, 1003, 449, 30, 159.30
1404, 1221, 449, 64, 144.98
1405, 176, 450, 15, 153.80
1406, 396, 450, 62, 150.68
1407, 71, 451, 4, 150.75
1408, 606, 451, 24, 147.17
1409, 1166, 451, 28, 156.79
1410, 140, 452, 4, 151.75
1411, 200, 452, 4, 152.75
1412, 430, 452, 15, 152.07
1413, 595, 452, 51, 146.55
1414, 579, 453, 4, 145.75
1415, 638, 453, 45, 140.60
1416, 738, 453, 40, 154.60
1417, 985, 453, 42, 162.81
1418, 494, 454, 22, 159.73
1419, 932, 454, 31, 153.77
1420, 1332, 454, 67, 147.10
1421, 32, 455, 83, 146.18
1422, 63, 455, 23, 153.61
1423, 469, 456, 18, 154.39
1424, 946, 456, 23, 159.35
1425, 1236, 456, 9, 160.67
1426, 4, 457, 4, 162.50
1427, 1093, 457, 34, 155.47
1428, 1317, 457, 52, 158.71
1429, 155, 458, 4, 149.50
1430, 488, 458, 4, 160.50
1431, 774, 458, 14, 161.29
1432, 130, 459, 15, 146.60
1433, 306, 459, 26, 150.65
1434, 891, 459, 32, 155.31
1435, 1066, 459, 77, 160.17
1436, 335, 461, 4, 152.50
1437, 462, 461, 31, 152.16
1438, 491, 461, 55, 156.07
1439, 589, 461, 25, 150.48
1440, 635, 461, 64, 138.72
1441, 1049, 461, 10, 157.40
1442, 1080, 461, 15, 159.93
1443, 181, 462, 27, 152.04
1444, 839, 462, 44, 155.14
1445, 936, 462, 38, 159.95
1446, 316, 463, 4, 153.75
1447, 383, 464, 36, 150.89
1448, 670, 464, 15, 157.60
1449, 977, 464, 8, 167.75
1450, 24, 465, 40, 153.93
1451, 356, 465, 32, 152.72
1452, 424, 465, 4, 143.50
1453, 725, 465, 24, 155.38
1454, 1331, 465, 62, 144.95
1455, 201, 466, 44, 150.82
1456, 430, 466, 13, 153.08
1457, 509, 466, 26, 159.46
1458, 564, 466, 13, 152.46
1459, 69, 467, 12, 151.17
1460, 522, 467, 10, 158.90
1461, 549, 467, 19, 155.79
1462, 762, 467, 34, 157.09
1463, 871, 467, 77, 154.66
1464, 80, 468, 37, 150.22
1465, 448, 468, 90, 151.29
1466, 528, 468, 8, 160.00
1467, 851, 468, 4, 151.75
1468, 116, 469, 16, 147.44
1469, 392, 469, 36, 150.03
1470, 990, 469, 23, 161.70
1471, 1240, 469, 10, 162.40
1472, 223, 470, 82, 151.10
1473, 631, 470, 14, 140.21
1474, 1060, 470, 26, 155.88
1475, 455, 471, 65, 148.51
1476, 488, 471, 11, 159.18
1477, 499, 471, 47, 157.79
1478, 644, 471, 21, 147.00
1479, 1072, 471, 9, 162.00
1480, 1338, 471, 4, 146.75
1481, 74, 472, 13, 151.38
1482, 321, 472, 14, 154.36
1483, 1170, 472, 86, 171.07
1484, 375, 473, 30, 152.37
1485, 515, 473, 4, 158.00
1486, 816, 475, 19, 159.37
1487, 952, 475, 12, 161.67
1488, 1068, 475, 30, 153.23
1489, 1264, 475, 17, 159.18
1490, 125, 476, 22, 144.95
1491, 141, 476, 21, 151.90
1492, 304, 476, 22, 153.14
1493, 480, 476, 10, 158.10
1494, 639, 476, 39, 140.85
1495, 837, 476, 39, 153.72
1496, 1078, 476, 12, 159.00
1497, 133, 477, 10, 147.80
1498, 56, 479, 8, 151.25
1499, 69, 479, 4, 146.75
1500, 98, 479, 25, 140.76
1501, 320, 479, 24, 154.58
1502, 369, 479, 13, 152.77
1503, 394, 479, 30, 149.57
1504, 438, 479, 4, 148.50
1505, 829, 479, 9, 162.44
1506, 939, 479, 35, 157.66
1507, 1333, 479, 15, 151.47
1508, 327, 480, 50, 151.32
1509, 525, 480, 15, 159.60
1510, 653, 480, 37, 150.49
1511, 1045, 480, 19, 155.95
1512, 289, 481, 42, 135.95
1513, 406, 481, 4, 152.25
1514, 584, 481, 42, 151.36
1515, 811, 481, 19, 159.58
1516, 143, 482, 39, 152.23
1517, 158, 482, 10, 153.00
1518, 223, 482, 4, 150.50
1519, 236, 482, 4, 149.25
1520, 473, 482, 4, 146.00
1521, 481, 483, 23, 158.61
1522, 875, 483, 26, 157.73
1523, 883, 483, 21, 158.67
1524, 77, 484, 27, 142.59
1525, 389, 484, 32, 147.72
1526, 440, 485, 4, 138.50
1527, 455, 485, 15, 143.13
1528, 372, 486, 11, 154.09
1529, 866, 486, 51, 156.43
1530, 1027, 486, 47, 155.09
1531, 150, 488, 40, 149.75
1532, 525, 488, 29, 159.21
1533, 100, 489, 24, 146.54
1534, 183, 489, 23, 156.96
1535, 256, 489, 22, 153.36
1536, 396, 489, 18, 154.11
1537, 1065, 489, 48, 147.60
1538, 285, 490, 61, 153.72
1539, 949, 490, 27, 158.37
1540, 1079, 490, 26, 149.96
1541, 1296, 490, 46, 156.28
1542, 444, 491, 24, 145.29
1543, 535, 491, 4, 157.50
1544, 547, 491, 38, 159.50
1545, 58, 492, 4, 148.75
1546, 430, 492, 10, 150.70
1547, 738, 492, 13, 159.23
1548, 157, 493, 68, 152.51
1549, 321, 493, 60, 155.30
1550, 332, 493, 15, 156.47
1551, 198, 494, 13, 156.23
1552, 724, 494, 41, 161.10
1553, 876, 494, 22, 154.91
1554, 75, 495, 39, 143.46
1555, 845, 495, 39, 153.10
1556, 1149, 495, 4, 159.50
1557, 12, 496, 10, 157.50
1558, 97, 496, 37, 145.92
1559, 654, 496, 10, 151.40
1560, 308, 497, 59, 141.03
1561, 742, 497, 58, 155.60
1562, 1075, 497, 4, 150.00
1563, 1263, 497, 56, 157.57
1564, 1303, 497, 42, 156.02
1565, 115, 498, 28, 146.75
1566, 293, 498, 17, 158.94
1567, 1312, 498, 4, 151.75
1568, 192, 499, 31, 151.90
1569, 391, 499, 9, 152.00
1570, 528, 499, 66, 155.12
1571, 711, 499, 63, 156.54
1572, 764, 499, 82, 147.44
1573, 1003, 499, 45, 154.22
1574, 51, 500, 34, 145.24
1575, 229, 500, 31, 141.55
1576, 384, 500, 20, 150.25
1577, 542, 500, 9, 162.44
1578, 453, 502, 4, 144.75
1579, 958, 502, 38, 159.13
1580, 129, 503, 30, 151.07
1581, 339, 503, 66, 130.24
1582, 354, 503, 98, 151.14
1583, 497, 503, 21, 156.90
1584, 1070, 503, 24, 155.46
1585, 1270, 503, 39, 142.51
1586, 293, 504, 4, 153.75
1587, 398, 504, 36, 148.94
1588, 1140, 504, 12, 168.58
1589, 179, 505, 41, 148.17
1590, 308, 505, 13, 159.00
1591, 839, 505, 45, 155.93
1592, 106, 506, 4, 139.50
1593, 1042, 506, 13, 166.23
1594, 18, 507, 4, 147.00
1595, 248, 507, 4, 149.00
1596, 427, 507, 71, 146.90
1597, 544, 507, 34, 163.65
1598, 621, 507, 22, 147.27
1599, 824, 507, 53, 161.06
1600, 986, 507, 25, 159.68
1601, 169, 508, 76, 145.91
1602, 320, 508, 61, 155.57
1603, 133, 509, 10, 154.10
1604, 372, 509, 4, 152.75
1605, 1094, 509, 37, 159.68
1606, 43, 510, 10, 153.80
1607, 98, 510, 4, 145.25
1608, 486, 510, 15, 152.13
1609, 649, 510, 4, 154.50
1610, 703, 510, 14, 170.29
1611, 411, 511, 20, 151.95
1612, 204, 512, 12, 154.00
1613, 312, 512, 20, 152.30
1614, 337, 513, 4, 154.00
1615, 417, 513, 41, 150.07
1616, 724, 513, 21, 157.19
1617, 832, 513, 42, 154.81
1618, 997, 513, 4, 147.50
1619, 1017, 513, 46, 155.52
1620, 52, 514, 20, 152.85
1621, 756, 514, 12, 154.67
1622, 853, 514, 69, 153.45
1623, 1198, 514, 4, 163.50
1624, 90, 515, 21, 147.24
1625, 676, 515, 52, 146.73
1626, 862, 515, 45, 151.00
1627, 951, 515, 98, 148.59
1628, 1320, 515, 17, 160.71
1629, 83, 516, 36, 146.94
1630, 403, 516, 15, 152.20
1631, 1064, 516, 15, 156.13
1632, 233, 517, 21, 154.29
1633, 669, 517, 4, 157.50
1634, 153, 518, 13, 160.08
1635, 433, 518, 43, 151.60
1636, 96, 519, 27, 143.78
1637, 522, 519, 30, 152.63
1638, 55, 520, 73, 150.21
1639, 325, 520, 22, 157.00
1640, 496, 520, 4, 148.50
1641, 661, 520, 76, 158.05
1642, 703, 520, 30, 157.50
1643, 187, 521, 29, 157.00
1644, 454, 521, 10, 155.90
1645, 756, 521, 27, 153.26
1646, 938, 522, 63, 150.40
1647, 982, 522, 12, 162.42
1648, 412, 523, 23, 156.09
1649, 1016, 523, 10, 153.30
1650, 31, 524, 24, 154.04
1651, 862, 524, 20, 154.95
1652, 41, 525, 43, 146.02
1653, 601, 525, 22, 158.18
1654, 991, 525, 32, 153.22
1655, 449, 526, 4, 152.00
1656, 1066, 526, 8, 162.62
1657, 227, 527, 23, 156.78
1658, 1055, 527, 4, 150.00
1659, 436, 528, 4, 152.25
1660, 946, 528, 21, 153.19
1661, 49, 529, 22, 153.64
1662, 328, 529, 4, 157.75
1663, 495, 529, 82, 146.01
1664, 781, 529, 29, 157.55
1665, 1218, 529, 25, 153.32
1666, 1337, 529, 37, 155.43
1667, 195, 530, 4, 154.25
1668, 527, 530, 32, 157.38
1669, 29, 531, 30, 153.83
1670, 140, 531, 4, 157.00
1671, 201, 531, 24, 155.54
1672, 685, 531, 18, 169.28
1673, 740, 531, 19, 159.47
1674, 847, 531, 15, 156.27
1675, 1058, 531, 20, 160.95
1676, 149, 533, 4, 152.00
1677, 188, 533, 22, 156.23
1678, 418, 533, 20, 150.50
1679, 956, 533, 48, 153.75
1680, 169, 534, 4, 148.25
1681, 259, 534, 10, 163.70
